text,lemmas,ngrams,named_ents,sentiment
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,"['finnish', 'pharmaceutical', 'company', 'say', 'conclude', 'personnel', 'negotiation', 'reduce', 'number', 'personnel']",['pharmaceutical_company'],"['Finland/GPE', 'Finland/GPE']",negative
"'' This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .","['super', 'nasty', 'say', 'chief', 'technology', 'officer', 'minn.-base', 'maker', 'patch', 'management', 'tool']","['chief_technology', 'chief_technology_officer', 'minn.-base_maker']","['Eric_Schultze/PERSON', 'St._Paul/GPE', 'minn.-base/PERSON']",negative
The EPS improved to EUR0 .38 from EUR0 .27 .,['improve'],[],[],positive
"'' We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .","['pleased', 'work', 'advance', 'progress', 'say']",[],['Juergen_Walter/PERSON'],positive
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .","['estimate', 'quarter', 'profit', 'cent', 'share', 'exclude', 'certain', 'item', 'analyst', 'estimate', 'cent', 'share']",['certain_item'],[],negative
A realignment of interests in the sector is clearly under way .,"['realignment', 'interest', 'sector', 'clearly', 'way']",[],[],positive
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .","['publish', 'bad', 'expect', 'construction', 'spending', 'figure']","['expect_construction', 'expect_construction_spending', 'expect_construction_spending_figure']",[],negative
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .","['finnish', 'pharmaceutical', 'company', 'report', 'profit', 'taxis', 'quarter', 'corresponding', 'period']","['finnish_pharmaceutical', 'finnish_pharmaceutical_company', 'report_profit', 'third_quarter', 'corresponding_period']",[],positive
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,"['pretax', 'loss', 'total', 'compare', 'profit']",['pretax_loss'],[],negative
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,"['stock', 'rise', 'second', 'day', 'bring', 'day', 'rise']",['second_day'],[],positive
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .","['board', 'director', 'approve', 'increase', 'quarterly', 'dividend', 'share']",['quarterly_dividend'],[],positive
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .","['strike', 'estimate', 'incur', 'net', 'loss', 'm', 'm', 'day']",['net_loss'],[],negative
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,"['recognize', 'world', 'lead', 'advisor', 'global', 'forestry', 'industry']","['lead_advisor', 'global_forestry', 'global_forestry_industry']",['Poyry/PERSON'],positive
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .","['finnish', 'plumbing', 'heating', 'system', 'supplier', 'net', 'sale', 'continue', 'business', 'operation', 'decrease', 'compare', 'quarter']","['finnish_plumbing', 'net_sale', 'continue_business', 'continue_business_operation', 'third_quarter']",[],negative
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .","['operating', 'loss', 'total', 'compare', 'profit', 'half']",['first_half'],[],negative
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .","['net', 'sale', 'main', 'business', 'area', 'manufacturer', 'glass', 'processing', 'machine', 'decrease']","['net_sale', 'main_business', 'main_business_area']",[],negative
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .","['employ', 'scope', 'fix', 'period', 'time', 'temporary', 'layoff', 'period']",['temporary_layoff'],['Tornio_Works/PERSON'],negative
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .","['company', 'plan', 'close', 'line', 'plant', 'job', 'threat']",[],[],negative
30 November 2009 Finnish office furniture maker Martela Oyj HEL MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,"['finnish', 'office', 'furniture', 'maker', 'say', 'today', 'redundant', 'people', 'lay', 'permanently', 'company', 'office', 'staff', 'factory', 'worker']","['finnish_office', 'finnish_office_furniture', 'finnish_office_furniture_maker', 'say_today']",['Martela_Oyj_HEL_MARAS/PERSON'],negative
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .","['dealer', 'say', 'share', 'largely', 'hit', 'investor', 'disappointment', 'refining', 'margin', 'usd', 'barrel', 'quarter', 'performance', 'shipping', 'unit', 'see', 'drop', 'mln', 'eur', 'mln', 'year', 'fall', 'volume', 'tanker', 'rate']",[],[],negative
One of my colleagues summed up the E7 quite aptly when he remarked '' Fantastic hardware .,"['colleague', 'sum', 'aptly', 'remark', 'fantastic', 'hardware']",['fantastic_hardware'],[],positive
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .","['succeed', 'increase', 'market', 'share', 'sell', 'apartment', 'comment']",['sell_apartment'],['Kari_Kauniskangas/PERSON'],positive
"'' BasWare 's product sales grew strongly in the financial period , by 24 percent .","['product', 'sale', 'grow', 'strongly', 'financial', 'period', 'percent']",['financial_period'],[],positive
"'' The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .","['considerably', 'weak', 'dollar', 'british', 'pound', 'impact', 'sale', 'average', 'price', 'euro', 'say']","['british_pound', 'average_price']",['U.S./GPE'],negative
The optimization of the steel components heating process will reduce the energy consumption .,"['optimization', 'steel', 'component', 'heating', 'process', 'reduce', 'energy', 'consumption']",[],[],positive
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,"['execute', 'temporary', 'lay', 'off', 'job', 'cut']",['temporary_lay'],[],negative
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,"['expand', 'corporate', 'headquarters', 'space', 'add', 'employee', 'engineering', 'firm']",['corporate_headquarters'],['Madison/GPE'],positive
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,"['sale', 'lead', 'pretax', 'capital', 'gain', 'finnish', 'company']","['pretax_capital', 'pretax_capital_gain', 'finnish_company']",[],positive
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .","['company', 'net', 'profit', 'rise', 'year', 'euro', 'sale', 'euro', 'year', 'company', 'say', 'early']",['net_profit'],[],positive
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR 0.4 mn , compared to EUR 0.1 mn in the corresponding period in 2008 .","['company', 'result', 'taxis', 'continue', 'operation', 'exclude', 'non', 'recurring', 'item', 'total', 'compare', 'corresponding', 'period']","['continue_operation', 'recurring_item', 'corresponding_period']",[],negative
"The dollar fell , though , against the pound and the yen .","['dollar', 'fall', 'pound', 'yen']",[],[],negative
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .","['company', 'profit', 'total', 'h1', 'year', 'year']",[],[],negative
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .","['future', 'company', 'intend', 'look', 'know', 'company', 'cooperate', 'actor', 'sector']",['other_actor'],[],positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,"['production', 'capacity', 'increase', 'tonne', 'year', 'raw', 'material', 'continue', 'recycle', 'paper', 'board']","['raw_material', 'recycle_paper']",[],positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,"['finnish', 'automation', 'solution', 'developer', 'issue', 'profit', 'warning', 'quarter']","['finnish_automation', 'finnish_automation_solution', 'finnish_automation_solution_developer', 'third_quarter']",[],negative
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .","['production', 'capacity', 'rise', 'gradually', 'tonne', 'tonne']",[],[],positive
Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .,"['circulation', 'revenue', 'increase']",[],"['Finland/GPE', 'Sweden/GPE']",positive
It is a disappointment to see the plan folded .,"['disappointment', 'plan', 'fold']",[],[],negative
"So far , Mr. Galvan he has been able to avoid laying off workers .","['far', 'able', 'avoid', 'lay', 'worker']",[],['Galvan/PERSON'],positive
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .","['cost', 'cutting', 'measure', 'produce', 'm', 'saving', 'past', 'month', 'dampen', 'airline', 'loss', 'say']",[],[],positive
15 December 2010 Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL ELI1V .,"['finnish', 'german', 'telecoms', 'equipment', 'maker', 'say', 'today', 'win', 'contract', 'upgrade', 'radio', 'network', 'home', 'base', 'telecommunication', 'company']","['german_telecoms', 'german_telecoms_equipment', 'german_telecoms_equipment_maker', 'say_today', 'base_telecommunication', 'base_telecommunication_company']",['Elisa_Oyj_HEL_ELI1V/PERSON'],positive
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .","['operate', 'profit', 'turnover', 'month', 'period', 'increase', 'respectively', 'm', 'm', 'compare', 'corresponding', 'period', 'year', 'ago']","['operate_profit', 'corresponding_period']",[],positive
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .","['operating', 'profit', 'amount', 'year', 'early']",[],[],negative
"( ADPnews ) May 4 , 2010 Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond","['finnish', 'cutlery', 'hand', 'tool', 'maker', 'say', 'today', 'net', 'profit', 'decline', 'quarter', 'correspond']","['finnish_cutlery', 'say_today', 'net_profit', 'first_quarter']",[],negative
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .","['finnish', 'forest', 'machinery', 'equipment', 'maker', 'say', 'deliver', 'total', 'cut', 'length', 'method', 'forest', 'machine', 'harvester', 'head', 'brazilian', 'paper', 'maker', 'unnamed', 'uruguayan', 'wood', 'harvesting', 'contractor']","['finnish_forest', 'finnish_forest_machinery', 'brazilian_paper', 'brazilian_paper_maker', 'uruguayan_wood', 'uruguayan_wood_harvesting', 'uruguayan_wood_harvesting_contractor']",[],positive
